½Ã°£,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z,¼¾¼­1,¼¾¼­2,¼¾¼­3,¼¾¼­4,¼¾¼­5,¼¾¼­6,¼¾¼­7,¼¾¼­8, ACC_X,ACC_Y,ACC_Z,GYZO_X,GYZO_Y,GYZO_Z
'2017-07-31 17:40:41.678,1,1,0,2,1,0,1,2,-354,-317,-8611,469,-375,-203,0,0,0,2,0,0,0,2,4598,151,-10898,4127,12068,-2932
'2017-07-31 17:40:41.688,1,1,0,2,1,0,1,2,-323,-276,-8692,436,-420,-190,0,0,0,2,0,0,1,2,4128,2666,-8692,3554,6748,-1786
'2017-07-31 17:40:41.698,1,1,0,2,1,0,1,2,-312,-308,-8709,417,-505,-173,0,0,0,2,0,0,1,2,2753,491,-9549,3749,3950,-439
'2017-07-31 17:40:41.708,1,1,0,2,1,0,1,2,-289,-206,-8808,435,-586,-165,0,0,0,2,0,0,1,2,2210,488,-8596,3123,3087,-333
'2017-07-31 17:40:41.718,1,1,0,2,1,0,1,2,-327,-160,-8792,554,-632,-190,0,0,0,2,0,0,1,2,1588,414,-9048,2322,1610,-240
'2017-07-31 17:40:41.728,1,1,0,2,1,0,1,2,-344,-219,-8794,632,-654,-217,0,0,0,2,1,0,1,2,1060,347,-8857,1275,1060,-227
'2017-07-31 17:40:41.738,1,2,0,2,1,0,1,1,-338,-279,-8841,705,-666,-223,0,0,0,2,1,0,1,2,908,480,-8557,495,780,-140
'2017-07-31 17:40:41.748,2,2,0,2,1,0,1,1,-397,-292,-8792,727,-661,-236,0,1,0,2,1,0,1,2,841,690,-8192,60,722,-77
'2017-07-31 17:40:41.758,2,2,0,2,1,0,1,1,-415,-331,-8776,781,-690,-264,0,1,0,2,1,0,1,2,931,929,-8123,-29,682,-1
'2017-07-31 17:40:41.768,2,2,0,1,2,0,1,1,-444,-295,-8797,891,-731,-288,0,1,0,2,1,0,1,2,866,993,-8252,149,675,78
'2017-07-31 17:40:41.778,2,2,1,1,2,0,1,1,-385,-386,-8737,983,-753,-270,0,1,0,2,1,0,1,2,840,789,-8326,285,645,144
'2017-07-31 17:40:41.788,2,2,1,1,2,1,1,1,-460,-435,-8875,1041,-811,-248,1,1,0,2,1,0,1,2,742,674,-8404,259,686,188
'2017-07-31 17:40:41.798,2,2,1,1,2,1,1,0,-363,-211,-8993,1203,-876,-246,1,1,0,2,1,0,0,2,808,525,-8338,128,654,188
'2017-07-31 17:40:41.808,2,2,1,1,2,1,1,0,-305,-38,-9245,1663,-1017,-328,1,1,0,2,1,0,0,2,878,552,-8241,-68,565,151
'2017-07-31 17:40:41.818,2,2,1,1,2,1,1,0,-337,-201,-9396,2118,-1223,-428,1,1,0,2,1,0,0,2,901,641,-8133,-279,440,172
'2017-07-31 17:40:41.828,2,2,1,0,2,1,0,0,-330,-264,-9562,2343,-1431,-513,1,2,0,2,1,0,0,2,868,698,-8193,-412,362,232
'2017-07-31 17:40:41.838,2,2,1,0,2,1,0,0,-345,-132,-9736,2278,-1597,-620,1,2,0,2,1,0,0,2,819,639,-8235,-527,337,303
'2017-07-31 17:40:41.848,2,2,0,0,2,1,0,0,-412,-260,-10487,2151,-2211,-721,1,2,0,2,1,0,0,1,822,626,-8232,-644,337,356
'2017-07-31 17:40:41.858,2,2,0,0,2,1,0,0,-768,506,-13033,1610,-3585,-766,1,2,0,2,1,0,0,1,843,726,-8121,-694,367,349
'2017-07-31 17:40:41.868,2,2,0,0,2,0,0,0,300,-2390,-13855,1479,-6493,-178,1,2,0,2,1,0,0,1,828,829,-7981,-587,364,317
'2017-07-31 17:40:41.878,2,2,0,0,2,0,0,0,-425,146,-11736,1348,-7455,-182,1,2,0,1,1,0,0,1,787,823,-7969,-401,399,316
'2017-07-31 17:40:41.888,2,2,0,0,2,0,0,0,-313,-1334,-13531,1098,-8372,-299,1,2,0,1,1,0,0,1,863,825,-7957,-223,499,343
'2017-07-31 17:40:41.898,2,2,0,0,2,0,0,0,-130,-542,-12423,905,-9815,-103,1,1,0,1,1,0,0,1,929,830,-7965,-46,709,381
'2017-07-31 17:40:41.908,2,2,0,0,2,0,0,0,-470,-86,-13089,705,-10573,-252,1,1,0,1,1,0,0,1,897,718,-7925,105,834,404
'2017-07-31 17:40:41.918,2,2,0,0,2,0,0,0,-343,14,-13662,619,-11940,-446,1,1,0,1,1,0,0,0,927,709,-7946,210,926,446
'2017-07-31 17:40:41.928,2,2,0,0,2,0,0,0,-174,-317,-13562,452,-13806,-612,1,1,0,1,2,0,0,0,923,778,-7985,337,971,486
'2017-07-31 17:40:41.938,2,2,0,0,2,0,0,0,-905,1184,-14191,1020,-15665,-832,1,1,0,0,2,0,0,0,951,690,-7926,536,1003,503
'2017-07-31 17:40:41.948,2,2,0,0,2,0,0,0,-899,-111,-15283,1886,-17475,-1337,1,1,0,0,2,0,0,0,951,729,-7889,756,1056,515
'2017-07-31 17:40:41.958,2,2,0,0,2,0,0,0,-726,2394,-15823,3082,-19658,-1466,1,2,0,0,2,0,0,0,996,668,-7809,1019,1078,527
'2017-07-31 17:40:41.968,2,2,0,0,2,0,0,0,-784,4019,-15739,2384,-21644,-2570,1,2,0,0,2,0,0,0,1090,501,-7861,1191,1098,534
'2017-07-31 17:40:41.978,2,2,0,0,2,0,0,0,949,3322,-16469,2750,-23437,-3986,1,2,0,0,2,0,0,0,1024,466,-7977,1296,1123,520
'2017-07-31 17:40:41.988,2,2,0,0,1,0,0,0,-10,6195,-20412,5012,-26079,-5207,1,2,0,0,2,0,0,0,1058,571,-7982,1438,1110,502
'2017-07-31 17:40:41.998,2,2,0,0,1,0,0,0,129,11200,-19580,3690,-29197,-7280,1,2,0,0,2,0,0,0,1123,591,-7864,1713,1084,489
'2017-07-31 17:40:42.008,2,2,0,0,1,0,0,0,-3268,11392,-19206,-587,-30796,-10256,1,2,0,0,2,0,0,0,1140,550,-7896,1917,1064,481
'2017-07-31 17:40:42.018,1,2,0,0,0,0,0,0,-3955,6852,-25575,-6614,-31290,-12505,1,2,0,0,2,0,0,0,1166,330,-8031,1940,1066,465
'2017-07-31 17:40:42.028,1,2,0,0,0,0,0,0,-1840,8500,-28177,-9676,-30764,-14086,2,2,0,0,2,0,0,0,1179,244,-8237,1801,1144,390
'2017-07-31 17:40:42.038,1,1,0,0,0,0,0,0,-470,8130,-29027,-9988,-28904,-16670,2,2,0,0,2,0,0,0,1235,362,-8333,1719,1200,394
'2017-07-31 17:40:42.048,0,1,0,0,0,0,0,0,14636,6358,-25143,-3075,-27418,-19121,2,2,0,0,2,0,0,0,1193,337,-8426,1661,1366,418
'2017-07-31 17:40:42.058,0,0,0,0,0,0,0,0,10707,-846,-13513,5943,-25940,-20478,2,2,0,0,2,0,0,0,1246,382,-8578,1615,1502,441
'2017-07-31 17:40:42.068,0,0,0,0,0,0,0,0,6470,-1806,-9222,12515,-25439,-19299,2,2,0,0,2,0,0,0,1278,192,-8494,1539,1636,479
'2017-07-31 17:40:42.078,0,0,0,0,0,0,0,0,1193,-6338,-8976,20240,-20698,-11561,2,2,0,0,2,0,0,0,1335,205,-8585,1248,1794,533
'2017-07-31 17:40:42.088,0,0,0,0,0,0,0,0,9267,3317,-13040,19751,-10451,-4462,2,2,0,0,2,0,0,0,1242,789,-8754,893,1837,603
'2017-07-31 17:40:42.098,0,0,0,0,0,0,0,0,9037,8009,-7919,16069,-1860,373,2,2,0,0,2,0,0,0,1160,243,-9902,935,2128,623
'2017-07-31 17:40:42.108,0,0,0,0,0,0,0,0,9110,9030,-2496,8457,5803,4292,2,2,0,0,2,0,0,0,1322,429,-9704,1081,2706,799
'2017-07-31 17:40:42.118,0,0,0,0,0,0,0,0,7014,9168,-5772,-1185,9832,6807,2,2,0,0,2,0,0,0,975,536,-12323,1206,4440,549
'2017-07-31 17:40:42.128,0,0,0,0,0,0,0,0,4365,8274,-7531,-8389,11375,8080,2,2,0,0,2,0,0,0,1389,31,-10441,1650,5405,577
'2017-07-31 17:40:42.138,0,0,0,0,0,0,0,0,3976,6419,-6494,-11584,11407,8572,2,2,0,0,2,0,0,0,1488,-224,-11131,1295,6135,496
'2017-07-31 17:40:42.148,0,0,0,0,0,0,0,0,3888,4376,-5414,-12248,11251,8682,2,2,0,0,2,0,0,0,1587,-1228,-11633,581,6896,287
'2017-07-31 17:40:42.158,0,0,0,0,0,0,0,0,3934,2718,-5330,-11080,11710,8757,2,2,0,0,2,0,0,0,1380,-1516,-12354,-219,7813,-225
'2017-07-31 17:40:42.168,0,0,0,0,0,0,0,0,4245,1560,-5926,-8567,13008,8683,2,2,0,0,2,0,0,0,1410,282,-12548,-1063,9158,-510
'2017-07-31 17:40:42.178,0,0,0,0,0,0,0,0,4597,1163,-6437,-5897,14940,8428,2,2,0,0,2,0,0,0,1287,966,-13470,-1453,10405,-349
'2017-07-31 17:40:42.188,0,0,0,0,0,0,0,0,4817,1858,-7282,-4465,17042,7919,2,2,0,0,2,0,0,0,1311,1292,-12467,-1111,12157,99
'2017-07-31 17:40:42.198,0,0,0,0,0,0,0,0,4727,2713,-8454,-5209,18957,6973,2,2,0,0,2,0,0,0,1591,1056,-11528,-654,13998,305
'2017-07-31 17:40:42.208,0,0,0,0,0,0,0,0,4573,2909,-9421,-7979,20468,5752,2,2,0,0,2,0,0,0,1466,1775,-11125,-488,15622,788
'2017-07-31 17:40:42.218,0,0,0,0,0,0,0,0,4251,2126,-10422,-11936,21335,4413,2,2,0,0,2,0,0,0,1933,861,-12285,72,15902,1552
'2017-07-31 17:40:42.228,0,0,0,0,0,0,0,0,3961,76,-11680,-15647,21710,3198,2,2,0,0,1,0,0,0,771,3037,-16337,2788,17373,1760
'2017-07-31 17:40:42.238,0,0,0,0,0,0,0,0,3781,-2570,-12941,-17854,21817,2202,2,2,0,0,1,0,0,0,526,4992,-20249,4463,20786,2790
'2017-07-31 17:40:42.248,0,0,0,0,0,0,0,0,3594,-5184,-14305,-18076,21871,1348,2,2,0,0,1,0,0,0,552,4103,-16939,6244,24134,3481
'2017-07-31 17:40:42.258,0,0,0,0,0,0,0,0,3207,-7527,-15532,-16253,21864,612,2,2,0,0,1,0,0,0,1495,7535,-17211,6861,25424,4393
'2017-07-31 17:40:42.268,0,0,0,0,0,0,0,0,2436,-9170,-16467,-12882,21814,65,2,2,0,0,1,0,0,0,1673,12032,-19060,5951,27579,6357
'2017-07-31 17:40:42.278,0,0,0,0,0,0,0,0,1358,-8695,-17188,-9369,21569,-419,2,2,0,0,0,0,0,0,10933,6843,-27144,3821,28061,8010
'2017-07-31 17:40:42.288,0,0,0,0,0,0,0,0,205,-7040,-17889,-6774,21243,-1314,1,2,0,0,0,0,0,0,918,18513,-31040,-6379,30268,10258
'2017-07-31 17:40:42.298,0,0,0,0,0,0,0,0,-686,-5317,-18434,-6257,21034,-2782,1,2,0,0,0,0,0,0,-4855,10906,-24984,-8867,32631,14117
'2017-07-31 17:40:42.308,0,0,0,0,0,0,0,0,-1039,-4098,-19173,-7536,20848,-4516,0,1,0,0,0,0,0,0,-3979,8898,-26438,-10124,32611,17297
'2017-07-31 17:40:42.318,0,0,0,0,0,0,0,0,-1311,-4213,-19834,-9049,20754,-6117,0,1,0,0,0,0,0,0,-11679,10713,-27371,-3712,32498,21234
'2017-07-31 17:40:42.328,0,0,0,0,0,0,0,0,-2469,-4784,-20570,-9888,20576,-7273,0,0,0,0,0,0,0,0,-12316,9991,-12516,2881,31190,22706
'2017-07-31 17:40:42.338,0,0,0,0,0,0,0,0,-4007,-5417,-21587,-9735,20456,-7805,0,0,0,0,0,0,0,0,-9557,3800,-3332,9839,28270,22425
'2017-07-31 17:40:42.348,0,0,0,0,0,0,0,0,-5046,-5542,-22107,-9259,20636,-7865,0,0,0,0,0,0,0,0,1920,-9304,8709,13947,19630,15336
'2017-07-31 17:40:42.358,0,0,0,0,0,0,0,0,-6564,-5270,-21962,-9373,20928,-7801,0,0,0,0,0,0,0,0,-8526,190,-4949,1011,3585,5423
'2017-07-31 17:40:42.368,0,0,0,0,0,0,0,0,-7603,-5301,-22000,-10211,21333,-7846,0,0,0,0,0,0,0,0,-8411,2669,-5923,2073,-7406,-1048
'2017-07-31 17:40:42.378,0,0,0,0,0,0,0,0,-8427,-6906,-21510,-11312,21671,-7932,0,0,0,0,0,0,0,0,-4642,336,-8165,6303,-13046,-5242
'2017-07-31 17:40:42.388,0,0,0,0,0,0,0,0,-10682,-9497,-20769,-11651,20977,-7678,0,0,0,0,0,0,0,0,-3090,1981,-10537,6455,-14553,-7705
'2017-07-31 17:40:42.398,0,0,0,0,0,0,0,0,-12973,-10464,-20420,-10387,18046,-7233,0,0,0,0,0,0,0,0,-3586,6036,-8528,5301,-14360,-8567
'2017-07-31 17:40:42.408,0,0,0,0,0,0,0,0,-15988,-10941,-18777,-8989,16649,-7161,0,0,0,0,0,0,0,0,-3435,7322,-6193,4975,-13312,-7824
'2017-07-31 17:40:42.418,0,0,0,0,0,0,0,0,-17424,-11079,-15686,-5835,14193,-7099,0,0,0,0,0,0,0,0,-3698,7028,-4809,3357,-12573,-6467
'2017-07-31 17:40:42.428,0,0,0,0,0,0,0,0,-20408,-10211,-12721,-3218,10894,-7006,0,0,0,0,0,0,0,0,-3865,7131,-3995,627,-12523,-5009
'2017-07-31 17:40:42.438,0,0,0,0,0,0,0,0,-20140,-8829,-10863,-1812,7924,-7359,0,0,0,0,0,0,0,0,-4029,7059,-3519,-2135,-13638,-3364
'2017-07-31 17:40:42.448,0,0,0,0,0,0,0,0,-19236,-8652,-8218,-2285,6524,-7889,0,0,0,0,0,0,0,0,-4682,6842,-3820,-4760,-16128,-1678
'2017-07-31 17:40:42.458,0,0,0,0,0,0,0,0,-19455,-9767,-7802,-2872,5831,-8308,0,0,0,0,0,0,0,0,-5346,5884,-4672,-6636,-19296,-235
'2017-07-31 17:40:42.468,0,0,0,0,0,0,0,0,-19882,-10801,-8495,-2008,4538,-8460,0,0,0,0,0,0,0,0,-5370,4281,-6310,-7425,-22047,721
'2017-07-31 17:40:42.478,0,0,0,0,0,0,0,0,-19172,-11296,-8038,-3,2642,-8022,0,0,0,0,0,0,0,0,-4348,2955,-8039,-7560,-23660,993
'2017-07-31 17:40:42.488,0,0,0,0,0,0,0,0,-17984,-10552,-8481,1802,822,-7017,0,0,0,0,0,0,0,0,-3242,2464,-9162,-7174,-24178,796
'2017-07-31 17:40:42.498,0,0,0,0,0,0,0,0,-16564,-9131,-9379,3459,-771,-5803,0,0,0,0,0,0,0,0,-2236,2385,-9470,-6520,-24068,454
'2017-07-31 17:40:42.508,0,0,0,0,0,0,0,0,-18559,-12291,-26923,16439,-5602,-4766,0,0,0,0,0,0,0,0,-1669,2470,-9948,-6206,-23637,3
'2017-07-31 17:40:42.518,0,0,0,0,0,0,0,0,1523,5222,3053,18013,-8242,-3310,0,0,0,0,0,0,0,0,-1461,3232,-10429,-6806,-23158,-514
'2017-07-31 17:40:42.528,0,0,0,0,0,0,0,1,8186,7189,-3171,24136,-4936,-4287,0,0,0,0,0,0,0,0,-1566,3901,-11116,-8146,-23032,-926
'2017-07-31 17:40:42.538,0,0,0,1,0,0,0,2,2834,-2173,-15680,25261,-5565,-3182,0,0,0,0,0,0,0,0,-1707,4446,-12346,-10096,-23187,-1203
'2017-07-31 17:40:42.548,0,0,0,1,0,0,0,2,152,2781,-9629,28384,-8655,-2016,0,0,0,0,0,0,0,0,-1219,4489,-13341,-12142,-23468,-1387
'2017-07-31 17:40:42.558,0,0,0,2,0,0,0,2,-1392,-13814,-26973,24129,-10008,1115,0,0,0,0,0,0,0,0,-97,3701,-14714,-13908,-23210,-1569
'2017-07-31 17:40:42.568,0,0,0,2,0,0,0,2,-729,-2599,-12305,13333,-8369,4681,0,0,0,0,0,0,0,0,1307,3145,-16547,-14591,-22068,-1795
'2017-07-31 17:40:42.578,0,0,0,2,0,0,1,2,-2490,-4540,-16971,9857,-9536,4060,0,0,0,0,0,0,0,0,2420,2796,-18346,-14472,-20014,-1750
'2017-07-31 17:40:42.588,0,0,0,2,0,0,1,2,-178,-3386,-13242,6054,-5911,3145,0,0,0,0,0,0,0,0,3197,2504,-19519,-14370,-17800,-1380
'2017-07-31 17:40:42.598,0,0,0,2,0,0,1,2,140,-2323,-10794,4058,-3915,2610,0,0,0,0,0,0,0,0,3517,1949,-20445,-13996,-15850,-1007
'2017-07-31 17:40:42.608,0,0,0,2,0,0,1,2,54,-1682,-9425,2273,-3066,2108,0,0,0,0,0,0,0,0,3212,1912,-21202,-13688,-15254,-834
'2017-07-31 17:40:42.618,0,0,0,2,0,0,1,2,-424,-286,-9207,1564,-2406,768,0,0,0,0,0,0,0,0,4481,1655,-22186,-12710,-15121,-1000
'2017-07-31 17:40:42.628,0,0,0,2,0,0,1,2,-764,-504,-9469,1160,-1594,401,0,0,0,0,0,0,0,0,6971,407,-23696,-10915,-13986,-1803
'2017-07-31 17:40:42.638,0,0,0,2,0,0,1,2,-246,-58,-9154,777,-894,563,0,0,0,0,0,0,0,0,8269,-223,-23744,-9950,-13220,-2504
'2017-07-31 17:40:42.648,0,0,0,2,0,0,1,2,149,-138,-8799,828,-595,287,0,0,0,0,0,0,0,0,9855,-987,-22781,-8188,-11861,-4413
'2017-07-31 17:40:42.658,0,0,0,2,0,0,1,2,5,-467,-9159,689,-465,139,0,0,0,0,0,0,0,0,9921,-918,-21049,-8085,-11013,-6160
'2017-07-31 17:40:42.668,0,0,0,2,0,0,1,2,265,-472,-8942,289,-383,136,0,0,0,0,0,0,0,0,10340,-2144,-20279,-12283,-12303,-7214
'2017-07-31 17:40:42.678,0,0,0,2,0,0,1,2,140,-103,-8894,80,-397,88,0,0,0,0,0,0,0,0,11691,-5413,-17737,-14442,-15876,-8576
'2017-07-31 17:40:42.688,0,0,0,2,0,0,1,2,40,-176,-8913,111,-314,32,0,0,0,0,0,0,0,0,13471,-8236,-15650,-12715,-19872,-10466
'2017-07-31 17:40:42.698,0,0,0,2,0,0,1,2,94,-312,-8826,88,-218,14,0,0,0,0,0,0,0,0,17334,-9658,-13834,-7945,-20903,-12907
'2017-07-31 17:40:42.708,0,0,0,2,0,0,1,2,125,-309,-8876,-46,-174,31,0,0,0,0,0,0,0,0,20688,-6610,-12105,-2751,-18361,-15125
'2017-07-31 17:40:42.718,0,0,0,2,0,0,1,2,160,-286,-8841,-177,-140,38,0,0,0,0,0,0,0,0,24681,-3536,-10152,-421,-14141,-15884
'2017-07-31 17:40:42.728,0,0,0,2,0,0,1,2,127,-326,-8832,-282,-135,67,0,0,0,0,0,0,0,0,28371,-1106,-7760,-449,-10030,-15313
'2017-07-31 17:40:42.738,0,0,0,2,0,0,1,2,173,-314,-8815,-340,-164,94,0,0,0,0,0,0,0,0,30962,-95,-5675,-2707,-6480,-13259
'2017-07-31 17:40:42.748,0,0,0,2,0,0,1,2,240,-161,-8796,-372,-350,159,0,0,0,0,0,0,0,0,31365,-1281,-5085,-6746,-3653,-10191
'2017-07-31 17:40:42.758,0,0,0,2,0,0,1,2,177,-145,-8740,-318,-423,177,0,0,0,0,0,0,0,0,29114,-4692,-6668,-9257,-785,-6523
'2017-07-31 17:40:42.768,0,0,0,2,0,0,1,2,91,-121,-8764,-293,-397,159,0,0,0,0,0,0,0,0,25527,-8379,-9129,-7952,2513,-3484
'2017-07-31 17:40:42.778,0,0,0,2,0,0,1,2,104,-70,-8685,-216,-376,148,0,0,0,0,0,0,0,0,21159,-9849,-10547,-4206,5550,-1795
'2017-07-31 17:40:42.788,0,0,0,2,0,0,1,2,119,-80,-8657,-112,-361,96,0,0,0,0,0,0,0,0,771,-11727,-32768,10604,14117,-1106
'2017-07-31 17:40:42.798,0,0,0,2,0,0,1,2,81,-115,-8645,-25,-328,73,0,0,0,1,0,0,0,1,-22876,6633,24043,11921,4238,-3881
'2017-07-31 17:40:42.808,0,0,0,2,0,0,1,2,83,-123,-8657,16,-309,47,0,0,0,2,0,0,0,2,10508,-3263,-26772,16721,17045,392
'2017-07-31 17:40:42.818,0,1,0,2,0,0,1,2,81,-98,-8636,61,-313,27,0,0,0,2,0,0,0,2,-5449,-589,-7824,16462,19277,1889
'2017-07-31 17:40:42.828,0,1,0,2,0,0,1,2,77,-144,-8604,131,-292,-13,0,0,0,2,0,0,0,2,6042,-3963,-25082,17850,27117,2570
'2017-07-31 17:40:42.838,0,1,0,2,0,0,1,2,37,-159,-8590,180,-289,-57,0,0,0,2,0,0,0,2,7440,-6218,-27085,9207,23923,-557
'2017-07-31 17:40:42.848,0,1,0,2,0,0,1,2,75,-148,-8608,217,-294,-92,0,0,0,2,0,0,0,2,2768,-809,-19090,2697,21824,-2444
'2017-07-31 17:40:42.858,0,1,0,2,0,0,1,2,56,-233,-8643,264,-322,-119,0,0,0,2,0,0,0,2,1508,185,-16985,2087,21066,-1287
'2017-07-31 17:40:42.868,0,1,0,2,0,0,1,2,71,-314,-8783,214,-416,-89,0,0,0,2,0,0,0,2,1324,182,-11916,1355,17026,-662
'2017-07-31 17:40:42.878,1,1,0,2,0,0,1,2,131,-167,-8735,185,-454,-72,0,0,0,2,0,0,0,2,2278,2631,-9156,1724,11554,-1891
'2017-07-31 17:40:42.888,1,1,0,2,1,0,1,2,19,-120,-8668,270,-493,-114,0,0,0,2,0,0,1,2,4143,2274,-8981,3368,7446,-2104
'2017-07-31 17:40:42.898,1,1,0,2,1,0,1,2,-45,-227,-8586,364,-468,-137,0,0,0,2,0,0,1,2,1601,588,-8449,4634,4436,-430
'2017-07-31 17:40:42.908,1,1,0,2,1,0,1,2,3,-235,-8599,386,-440,-187,0,0,0,2,1,0,1,2,2155,-269,-8446,3722,2606,30
'2017-07-31 17:40:42.918,1,1,0,2,1,0,1,2,5,-289,-8702,366,-409,-192,0,0,0,2,1,0,1,2,1030,-165,-8958,2338,1552,-159
'2017-07-31 17:40:42.928,1,1,0,2,1,0,1,2,-24,-284,-8815,352,-363,-190,0,0,0,2,1,0,1,2,1032,382,-8648,885,1369,-212
'2017-07-31 17:40:42.938,1,1,0,2,1,0,1,2,16,-237,-8856,412,-371,-181,0,1,0,2,1,0,1,2,700,1100,-8623,527,1256,-85
'2017-07-31 17:40:42.948,1,1,0,2,1,0,1,2,64,-248,-8810,518,-423,-207,1,1,0,2,1,0,1,2,747,949,-8344,639,1245,62
'2017-07-31 17:40:42.958,1,2,1,2,1,0,1,2,43,-207,-8756,674,-528,-204,1,1,0,2,1,0,1,2,940,754,-8000,641,1155,91
'2017-07-31 17:40:42.968,1,2,1,2,1,0,1,2,79,-78,-8746,909,-678,-207,1,1,0,2,1,0,0,2,616,790,-8479,584,1015,120
'2017-07-31 17:40:42.978,2,2,1,2,1,0,1,2,10,-235,-8829,1191,-840,-237,1,1,0,2,1,0,0,2,691,542,-8624,377,1130,221
'2017-07-31 17:40:42.988,2,2,1,2,1,0,1,1,-101,-469,-8832,1297,-913,-253,1,1,0,2,1,0,0,2,638,690,-8443,192,1191,314
'2017-07-31 17:40:42.998,2,2,1,2,1,0,1,1,-53,-428,-8847,1231,-928,-214,1,2,0,2,1,0,0,2,740,376,-8351,13,1118,341
'2017-07-31 17:40:43.008,2,2,1,2,1,1,1,1,-50,-400,-8811,1223,-985,-209,1,1,0,2,1,0,0,2,734,586,-8388,-233,1098,356
'2017-07-31 17:40:43.018,2,2,1,1,1,1,1,1,-65,-619,-9063,1288,-1068,-185,1,1,0,2,1,0,0,1,759,734,-8338,-354,1008,396
'2017-07-31 17:40:43.028,2,2,1,1,1,1,1,1,-39,-429,-9169,1282,-1177,-148,1,1,0,2,1,0,0,1,786,852,-8238,-246,973,541
'2017-07-31 17:40:43.038,2,2,1,1,1,1,1,1,-17,-244,-9266,1318,-1392,-175,1,1,0,2,1,0,0,1,742,617,-8176,-169,776,641
'2017-07-31 17:40:43.048,2,2,1,1,2,1,1,0,-57,-155,-9512,1516,-1610,-316,1,1,0,1,1,0,0,1,809,912,-8220,-149,783,659
'2017-07-31 17:40:43.058,2,2,1,0,2,1,0,0,-89,271,-9977,1789,-2170,-469,1,1,0,1,1,0,0,0,781,759,-8127,55,740,703
'2017-07-31 17:40:43.068,2,2,1,0,2,1,0,0,-360,284,-9991,1989,-3284,-588,1,2,0,0,1,0,0,0,826,632,-8029,284,1053,695
'2017-07-31 17:40:43.078,2,2,1,0,2,1,0,0,138,-839,-11746,2362,-4183,-546,1,2,0,0,1,0,0,0,1034,893,-8117,524,1170,681
'2017-07-31 17:40:43.088,2,2,0,0,2,1,0,0,-283,954,-12804,1509,-5677,-293,1,2,0,0,1,0,0,0,935,814,-8165,889,1451,695
'2017-07-31 17:40:43.098,2,2,0,0,2,0,0,0,201,-1763,-12242,608,-6681,-851,1,2,0,0,1,0,0,0,1031,394,-8086,1108,1701,667
'2017-07-31 17:40:43.108,2,2,0,0,2,0,0,0,-389,458,-12327,1421,-7826,-483,1,2,0,0,1,0,0,0,1103,355,-8096,1163,2038,599
'2017-07-31 17:40:43.118,2,2,0,0,2,0,0,0,-139,-287,-12500,194,-8776,-1148,1,2,0,0,1,0,0,0,1136,-73,-7905,1108,2116,429
'2017-07-31 17:40:43.128,2,2,0,0,2,0,0,0,42,-1528,-12637,723,-9906,-841,1,2,0,0,1,0,0,0,1165,399,-8429,780,2283,213
'2017-07-31 17:40:43.138,2,2,0,0,2,0,0,0,-258,17,-12119,345,-11173,-668,1,2,0,0,1,0,0,0,1213,594,-7535,266,2313,218
'2017-07-31 17:40:43.148,2,2,0,0,2,0,0,0,-377,-1051,-13135,-251,-11997,-898,1,2,0,0,1,0,0,0,1240,865,-7655,353,2208,267
'2017-07-31 17:40:43.158,2,2,0,0,2,0,0,0,-670,15,-13499,-232,-13443,-797,1,2,0,0,1,0,0,0,1347,728,-7559,534,1978,395
'2017-07-31 17:40:43.168,2,2,0,0,2,0,0,0,-285,641,-13672,-894,-14920,-1194,1,2,0,0,1,0,0,0,1370,609,-7539,594,1738,480
'2017-07-31 17:40:43.178,2,2,0,0,2,0,0,0,-235,680,-14970,-761,-16676,-1499,1,2,0,0,1,0,0,0,1388,771,-7489,768,1513,558
'2017-07-31 17:40:43.188,2,2,0,0,2,0,0,0,-1241,325,-17127,-175,-18631,-1844,1,2,0,0,1,0,0,0,1435,834,-7504,1010,1230,684
'2017-07-31 17:40:43.198,2,2,0,0,2,0,0,0,-309,809,-16910,723,-21019,-2193,1,2,0,0,1,0,0,0,1494,730,-7326,1309,953,784
'2017-07-31 17:40:43.208,2,2,0,0,1,0,0,0,48,3354,-18137,1312,-23148,-2721,1,2,0,0,1,0,0,0,1525,520,-7359,1499,605,877
'2017-07-31 17:40:43.218,2,2,0,0,1,0,0,0,603,6455,-16907,-655,-26642,-3966,1,2,0,0,1,0,0,0,1535,419,-7480,1633,300,902
'2017-07-31 17:40:43.228,2,2,0,0,1,0,0,0,-1898,4582,-18687,-1707,-28575,-6003,1,2,0,0,1,0,0,0,1490,281,-7543,1751,39,939
'2017-07-31 17:40:43.238,1,2,0,0,1,0,0,0,-4735,2949,-22958,-3624,-29520,-7079,1,2,0,0,1,0,0,0,1457,263,-7819,1818,-123,921
'2017-07-31 17:40:43.248,1,2,0,0,0,0,0,0,-2366,3564,-24528,-4901,-29602,-8023,1,2,0,0,1,0,0,0,1464,-59,-8145,1894,-195,913
'2017-07-31 17:40:43.258,1,1,0,0,0,0,0,0,-3995,3898,-22909,-5546,-28324,-8862,1,2,0,0,1,0,0,0,1336,-1077,-9367,1729,-159,814
'2017-07-31 17:40:43.268,0,1,0,0,0,0,0,0,3863,5612,-23052,-5696,-25618,-11183,1,2,0,0,1,0,0,0,1386,96,-8184,1755,307,501
